CpuMaxMemory,EpLenMean,EpRewMean,GpuMaxMemory,IPS_total,Iter,Misc/FrameRewMean,Misc/InteractCount,Misc/TimeElapsed,Opt/approxkl,Opt/clipfrac,Opt/entropy,Opt/loss_pi,Opt/loss_vf,Opt/negent,Opt/pg,Opt/pi_kl,VFStats/AdvMean,VFStats/AdvStd,VFStats/EV,VFStats/VpredMean,VFStats/VpredStd,VFStats/VtargMean,VFStats/VtargStd,del_time,wait_optimization,scaled/pol_distance,scaled/vf_aux,scaled/vf_true,unscaled/pol_distance,unscaled/vf_aux,unscaled/vf_true
2365744000.0,85.28,-2.3399999141693115,6317166080.0,3516.448643109727,0.0,-0.050005920231342316,16384.0,4.659246206283569,0.0037817410193383694,0.0245361328125,2.703352212905884,-0.026793401688337326,0.11162090301513672,-0.027033522725105286,0.00024011917412281036,0.0,-0.7486070394515991,0.26523852348327637,-0.0027698935641053968,0.005814889445900917,0.01038252655416727,-0.7427921295166016,0.2648719549179077,4.659246206283569,2.7698535919189453,,,,,,
2564796000.0,81.85,-2.7899999618530273,6519754752.0,3600.1943625200147,1.0,-0.05058852583169937,32768.0,9.210111618041992,0.00010451373236719519,0.0,2.706533908843994,-0.02698262594640255,0.1437346190214157,-0.02706534042954445,8.27140174806118e-05,0.0,-0.6329656839370728,0.37168172001838684,-0.01779249817215267,-0.44507139921188354,0.07594405114650726,-1.078037142753601,0.36841854453086853,4.550865411758423,2.7637391090393066,,,,,,
2762796000.0,75.8,-2.109999895095825,6519754752.0,3535.1543599454494,2.0,-0.0510345920920372,49152.0,13.844704151153564,0.00041812824201770127,0.0,2.705275058746338,-0.027149992063641548,0.19556421041488647,-0.027052748948335648,-9.724264964461327e-05,0.0,-0.5198508501052856,0.5046945214271545,0.017542473875566178,-0.9777247905731201,0.15221011638641357,-1.4975756406784058,0.5091803669929504,4.634592533111572,2.772440195083618,,,,,,
2960532000.0,80.82,-2.680000066757202,6519754752.0,3547.7045338481053,3.0,-0.05083933845162392,65536.0,18.46290159225464,0.003764106659218669,0.037841796875,2.692460536956787,-0.026743615046143532,0.2600933611392975,-0.026924604550004005,0.00018098857253789902,0.0,-0.40050169825553894,0.6311267018318176,0.04226261311755242,-1.4459834098815918,0.22251363098621368,-1.8464850187301636,0.6449015140533447,4.618197441101074,2.762033462524414,,,,,,
3158532000.0,77.74,-1.7999999523162842,6519754752.0,3544.0238590123763,4.0,-0.050632085651159286,81920.0,23.0858952999115,0.0015161337796598673,0.0,2.7055888175964355,-0.026720652356743813,0.3155815899372101,-0.02705588936805725,0.00033523235470056534,0.0,-0.25491103529930115,0.7691810131072998,-0.012509237211858926,-1.9731252193450928,0.27161723375320435,-2.228036403656006,0.7644152045249939,4.62299370765686,2.7674362659454346,,,,,,
3356268000.0,83.17,-2.819999933242798,6519754752.0,3620.317508056216,5.0,-0.050848305225372314,98304.0,27.611465215682983,5.840381345478818e-05,0.0,2.707338809967041,-0.027050523087382317,0.3468951880931854,-0.027073387056589127,2.2862106561660767e-05,0.0,-0.2255675196647644,0.8324326276779175,0.0747363405704492,-2.29762601852417,0.27405354380607605,-2.523193597793579,0.8653989434242249,4.525569915771484,2.7734813690185547,,,,,,
3554268000.0,85.24,-2.140000104904175,6519754752.0,3592.846496974133,6.0,-0.05047924071550369,114688.0,32.171637773513794,0.000389716646168381,0.0,2.7061333656311035,-0.027246864512562752,0.37560051679611206,-0.027061330154538155,-0.00018553389236330986,0.0,-0.18336895108222961,0.8549063801765442,0.09666713057713083,-2.414177894592285,0.3341958820819855,-2.5975470542907715,0.8994870781898499,4.5601725578308105,2.793654441833496,,,,,,
3753060000.0,81.6,-2.0199999809265137,6519754752.0,3505.134343559644,7.0,-0.05061976611614227,131072.0,36.84592366218567,0.0015547062503173947,0.00506591796875,2.6983819007873535,-0.026990462094545364,0.4310629665851593,-0.02698381617665291,-6.645452231168747e-06,0.0,-0.07504908740520477,0.9067621231079102,0.25717396508761947,-2.738661527633667,0.4674351215362549,-2.8137106895446777,1.0520826578140259,4.674285888671875,2.8156020641326904,,,,,,
3950004000.0,79.61,-1.840000033378601,6519754752.0,3455.0066044321657,8.0,-0.05062120407819748,147456.0,41.588027477264404,0.0016364891780540347,0.0040283203125,2.7012345790863037,-0.027176223695278168,0.515544593334198,-0.02701234444975853,-0.00016388017684221268,0.0,0.052741363644599915,1.043447732925415,0.2811493728516459,-3.28790545463562,0.6442649960517883,-3.235164165496826,1.2306978702545166,4.742103815078735,2.883641481399536,,,,,,
4147740000.0,82.45,-2.7799999713897705,6519754752.0,3608.9203367307964,9.0,-0.05082214996218681,163840.0,46.12788939476013,0.00016921039787121117,0.0,2.706131935119629,-0.02673724852502346,0.4642932116985321,-0.02706131897866726,0.0003240685909986496,0.0,0.0016815448179841042,0.9765958786010742,0.4646875734308171,-3.0498437881469727,0.9507963061332703,-3.0481624603271484,1.3347848653793335,4.5398619174957275,2.781399965286255,,,,,,
4345740000.0,86.05,-2.2899999618530273,6519754752.0,3553.277842899869,10.0,-0.05056421831250191,180224.0,50.73884320259094,2.7564641641220078e-05,0.0,2.706134080886841,-0.027022479102015495,0.5290910601615906,-0.0270613394677639,3.886222839355469e-05,0.0,0.042959656566381454,0.9745585918426514,0.5173794750264613,-2.861173152923584,1.2421557903289795,-2.81821346282959,1.4028300046920776,4.6109538078308105,2.7722368240356445,,,,,,
4543476000.0,76.76,-2.2699999809265137,6519754752.0,3568.1109769886243,11.0,-0.05075449496507645,196608.0,55.330628633499146,0.00016690169286448509,0.0,2.7051539421081543,-0.026915445923805237,0.34575194120407104,-0.027051536366343498,0.00013609044253826141,0.0,-0.034954674541950226,0.8010016083717346,0.5947358864494299,-2.47308349609375,1.0813416242599487,-2.50803804397583,1.2582417726516724,4.591785430908203,2.7925057411193848,,,,,,
4741476000.0,85.7,-2.369999885559082,6519754752.0,3506.1773241255,12.0,-0.05075862258672714,212992.0,60.0035240650177,0.0004931678413413465,0.00335693359375,2.701185703277588,-0.026806272566318512,0.2519906461238861,-0.02701185829937458,0.00020558014512062073,0.0,-0.1384420394897461,0.7264873385429382,0.583313394737889,-2.1669960021972656,0.9711994528770447,-2.3054380416870117,1.1254421472549438,4.672895431518555,2.7925713062286377,,,,,,
4940268000.0,78.65,-2.359999895095825,6519754752.0,3379.3398187121843,13.0,-0.05097724497318268,229376.0,64.85180830955505,0.0004102039383724332,0.0,2.701106548309326,-0.026434743776917458,0.18240654468536377,-0.027011068537831306,0.0005763261578977108,0.0,-0.14838024973869324,0.6292346119880676,0.6611001643641738,-2.0839245319366455,0.8693839907646179,-2.232304573059082,1.0808782577514648,4.8482842445373535,2.869900703430176,,,,,,
5136948000.0,79.58,-2.3499999046325684,6519754752.0,3520.7837070087235,14.0,-0.05082345008850098,245760.0,69.50531768798828,0.00039381973329000175,0.0,2.703324794769287,-0.027288682758808136,0.25282740592956543,-0.0270332470536232,-0.0002554357051849365,0.0,-0.04685090482234955,0.6154689788818359,0.7161851785279627,-2.2772276401519775,0.9667028188705444,-2.3240785598754883,1.1552835702896118,4.6535093784332275,2.7825558185577393,,,,,,
5334948000.0,77.24,-2.25,6519754752.0,3584.3413754388857,15.0,-0.05092475190758705,262144.0,74.07631087303162,0.0021273228339850903,0.0234375,2.6955482959747314,-0.02694183960556984,0.14998425543308258,-0.026955481618642807,1.3642944395542145e-05,0.0,-0.13030500710010529,0.5588424205780029,0.7473723899363938,-2.035092830657959,0.947662889957428,-2.1653976440429688,1.1118570566177368,4.570993185043335,2.7867071628570557,,,,,,
5532684000.0,84.56,-2.25,6519754752.0,3455.9429664487343,16.0,-0.05071277916431427,278528.0,78.81712985038757,0.00043090779217891395,0.0,2.7047030925750732,-0.02679697424173355,0.17451521754264832,-0.02704702690243721,0.0002500563859939575,0.0,-0.091637022793293,0.5660004019737244,0.7589841652256077,-2.201503276824951,0.965470552444458,-2.293140411376953,1.152906060218811,4.740818977355957,2.792632818222046,,,,,,
5730684000.0,80.63,-2.4700000286102295,6519754752.0,3522.430303505916,17.0,-0.051048532128334045,294912.0,83.46846389770508,0.00017915060743689537,0.0,2.703876495361328,-0.02712174877524376,0.15519113838672638,-0.02703876607120037,-8.298270404338837e-05,0.0,-0.05577463284134865,0.4644268751144409,0.8461793215414377,-2.1648483276367188,1.0538609027862549,-2.220623016357422,1.184159278869629,4.651334047317505,2.796550989151001,,,,,,
5928420000.0,85.61,-2.3399999141693115,6519754752.0,3638.6551136016155,18.0,-0.05072295665740967,311296.0,87.97122645378113,0.0016910361591726542,0.01416015625,2.698056221008301,-0.02713661454617977,0.19564060866832733,-0.026980562135577202,-0.0001560542732477188,0.0,-0.09561597555875778,0.5642809867858887,0.7629024357906329,-2.1255829334259033,1.0512337684631348,-2.2211990356445312,1.158862590789795,4.50276255607605,2.7937121391296387,,,,,,
6127212000.0,83.69,-2.7300000190734863,6519754752.0,3452.7993279249786,19.0,-0.05089497193694115,327680.0,92.71636176109314,0.0015558517770841718,0.0001220703125,2.6971802711486816,-0.026730790734291077,0.1692066788673401,-0.02697180211544037,0.00024100858718156815,0.0,-0.025069458410143852,0.5364828109741211,0.8111207800503264,-2.3632593154907227,1.06441068649292,-2.3883285522460938,1.234421968460083,4.745135307312012,2.7786755561828613,,,,,,
6324156000.0,80.44,-1.6699999570846558,6519754752.0,3472.52827380629,20.0,-0.050314657390117645,344064.0,97.43453788757324,0.0008225352503359318,0.0006103515625,2.6978840827941895,-0.02729388140141964,0.18838730454444885,-0.026978841051459312,-0.0003150422126054764,0.0,0.023863036185503006,0.5791087746620178,0.7980888806013227,-2.5121116638183594,1.1393870115280151,-2.488248825073242,1.2887839078903198,4.7181761264801025,2.774723768234253,,,,,,
6522156000.0,87.12,-2.5,6519754752.0,3467.7131214580813,21.0,-0.05048549547791481,360448.0,102.15926551818848,0.003173772944137454,0.0262451171875,2.671567916870117,-0.02701799012720585,0.19214372336864471,-0.026715677231550217,-0.0003023119643330574,0.0,0.09608350694179535,0.5948934555053711,0.829227154629102,-2.6799216270446777,1.3695104122161865,-2.5838382244110107,1.4395602941513062,4.724727630615234,2.8835644721984863,,,,,,
6719892000.0,79.06,-2.1600000858306885,6519754752.0,3562.24731079901,22.0,-0.05067484453320503,376832.0,106.75860929489136,0.001759577775374055,0.0113525390625,2.669811725616455,-0.026238374412059784,0.16153080761432648,-0.026698116213083267,0.0004597362130880356,0.0,0.12040241062641144,0.5685900449752808,0.829030099088976,-2.5790934562683105,1.352579951286316,-2.458691120147705,1.375116229057312,4.599343776702881,2.780008554458618,,,,,,
6917628000.0,75.49,-2.5899999141693115,6519754752.0,3403.487211022073,23.0,-0.05105701833963394,393216.0,111.57249546051025,0.004364504478871822,0.03460693359375,2.608194351196289,-0.026628222316503525,0.10677478462457657,-0.02608194202184677,-0.0005462784320116043,0.0,0.08833049237728119,0.4297831654548645,0.89061320951949,-2.4326248168945312,1.2276808023452759,-2.344294309616089,1.2994722127914429,4.8138861656188965,2.8191988468170166,,,,,,
